Date,Open,High,Low,Close,Volume,Adj Close
2011-10-14,121.91,122.6,121.23,122.57,211397600,116.28
2011-10-17,121.99,122.55,119.93,120.23,202311600,114.06
2011-10-18,120.14,123.5,119.2,122.58,318857900,116.29
2011-10-19,122.38,123.08,120.71,121.13,226601300,114.92
2011-10-20,121.43,122.1,119.82,121.66,262075600,115.42
2011-10-21,123.09,124.12,122.72,123.97,278999400,117.61
2011-10-24,124.17,125.8,124.06,125.49,203215600,119.05
2011-10-25,124.89,124.95,122.78,123.05,268596800,116.74
2011-10-26,124.35,124.77,122.21,124.3,289053800,117.92
2011-10-27,127.63,129.42,126.61,128.63,393220200,122.03
2011-10-28,128.0,128.85,127.8,128.6,225906500,122.0
2011-10-31,127.16,128.62,125.32,125.5,228146700,119.06
2011-11-01,122.03,123.51,121.52,122.0,416565800,115.74
2011-11-02,123.83,124.4,122.79,123.99,244717600,117.63
2011-11-03,125.27,126.5,123.6,126.25,291174800,119.77
2011-11-04,125.23,125.7,124.01,125.48,249401600,119.04
2011-11-07,125.39,126.39,124.2,126.26,196617200,119.78
2011-11-08,126.92,128.02,125.71,127.88,224426300,121.32
2011-11-09,124.89,125.8,122.86,123.16,337982000,116.84
2011-11-10,124.79,124.94,123.02,124.32,231866500,117.94
2011-11-11,125.83,126.99,125.79,126.66,189924400,120.16
2011-11-14,126.19,127.45,124.92,125.46,159258300,119.03
2011-11-15,125.17,126.75,124.72,126.08,184709400,119.61
2011-11-16,124.81,126.34,123.9,124.08,235782500,117.72
2011-11-17,123.85,124.16,121.23,122.11,331219600,115.85
2011-11-18,122.5,122.75,121.47,121.98,215580400,115.72
2011-11-21,120.2,120.35,118.65,119.66,229611600,113.52
2011-11-22,119.4,120.1,118.52,119.19,216494900,113.08
2011-11-23,118.07,119.19,116.56,116.56,224329100,110.58
2011-11-25,116.38,117.7,116.2,116.34,99557000,110.37
2011-11-28,119.54,120.18,118.82,119.71,210686000,113.57
2011-11-29,120.05,121.0,119.61,120.05,199241500,113.89
2011-11-30,123.49,125.22,120.0,124.99,324439500,118.58
2011-12-01,124.85,125.64,124.43,124.97,176954800,118.56
2011-12-02,126.12,126.5,124.78,124.86,221109700,118.46
2011-12-05,126.84,127.18,125.44,126.22,225263900,119.75
2011-12-06,126.21,127.11,125.76,126.26,178842100,119.78
2011-12-07,125.84,127.26,124.97,126.73,237802500,120.23
2011-12-08,125.9,126.18,123.65,123.95,240862800,117.59
2011-12-09,124.51,126.37,124.4,126.05,209111400,119.59
2011-12-12,124.95,124.97,123.16,124.21,215826100,117.84
2011-12-13,124.86,125.57,122.45,123.05,245159800,116.74
2011-12-14,122.56,123.03,121.47,121.74,238618800,115.5
2011-12-15,123.03,123.2,121.99,122.18,199109200,115.91
2011-12-16,122.23,122.95,121.3,121.59,220481400,116.09
2011-12-19,122.06,122.32,120.03,120.29,183903000,114.84
2011-12-20,122.18,124.14,120.37,123.93,225418100,118.32
2011-12-21,123.93,124.36,122.75,124.17,194230900,118.55
2011-12-22,124.63,125.4,124.23,125.27,119465400,119.6
2011-12-23,125.67,126.43,125.41,126.39,92187200,120.67
2011-12-27,126.17,126.82,126.06,126.49,86075700,120.76
2011-12-28,126.51,126.53,124.73,124.83,119107100,119.18
2011-12-29,125.24,126.25,124.86,126.12,123507200,120.41
2011-12-30,126.02,126.33,125.5,125.5,95599000,119.82
2012-01-03,127.76,128.38,127.43,127.5,193697900,121.73
2012-01-04,127.2,127.81,126.71,127.7,127186500,121.92
2012-01-05,127.01,128.23,126.43,128.04,173895000,122.24
2012-01-06,128.2,128.22,127.29,127.71,148050000,121.93
2012-01-09,128.0,128.18,127.41,128.02,99530200,122.22
2012-01-10,129.39,129.65,128.95,129.13,115282000,123.28
2012-01-11,128.73,129.37,128.52,129.2,111540700,123.35
2012-01-12,129.57,129.7,128.54,129.51,118983700,123.65
2012-01-13,128.64,129.05,127.72,128.84,179836200,123.01
2012-01-17,130.08,130.32,128.9,129.34,132209200,123.48
2012-01-18,129.31,130.84,129.08,130.77,163395200,124.85
2012-01-19,131.22,131.57,130.8,131.46,126328900,125.51
2012-01-20,131.24,131.95,130.92,131.95,138230200,125.98
2012-01-23,131.51,132.25,130.98,131.61,129295800,125.65
2012-01-24,130.8,131.5,130.6,131.46,103083300,125.51
2012-01-25,131.26,132.87,130.75,132.56,198613200,126.56
2012-01-26,133.15,133.4,131.36,131.88,184880500,125.91
2012-01-27,131.24,132.05,131.15,131.82,135259100,125.85
2012-01-30,130.51,131.44,130.06,131.37,147311800,125.42
2012-01-31,132.02,132.18,130.68,131.32,157212000,125.37
2012-02-01,132.29,133.14,132.13,132.47,166234500,126.47
2012-02-02,132.73,133.02,132.21,132.68,113090400,126.67
2012-02-03,134.0,134.62,133.77,134.54,160598500,128.45
2012-02-06,133.98,134.51,133.83,134.45,107694500,128.36
2012-02-07,134.17,135.02,133.64,134.79,135528100,128.69
2012-02-08,134.86,135.22,134.31,135.19,139361400,129.07
2012-02-09,135.41,135.59,134.56,135.36,148602900,129.23
2012-02-10,134.16,134.47,133.84,134.36,167907500,128.28
2012-02-13,135.32,135.52,134.74,135.36,115841900,129.23
2012-02-14,135.0,135.27,134.25,135.19,165329500,129.07
2012-02-15,135.63,135.83,134.29,134.56,195195100,128.47
2012-02-16,134.57,136.17,134.33,136.05,186567800,129.89
2012-02-17,136.52,136.63,135.96,136.41,129869400,130.23
2012-02-21,136.73,137.05,136.05,136.47,134042300,130.29
2012-02-22,136.26,136.55,135.79,136.03,124455300,129.87
2012-02-23,135.96,136.73,135.5,136.63,137704300,130.44
2012-02-24,136.93,137.2,136.63,136.93,105539100,130.73
2012-02-27,136.02,137.53,135.8,137.16,145728900,130.95
2012-02-28,137.2,137.72,136.93,137.56,129355900,131.33
2012-02-29,137.76,138.19,136.54,137.02,185934700,130.82
2012-03-01,137.31,137.99,136.93,137.73,145023500,131.49
2012-03-02,137.64,137.82,137.0,137.31,120638300,131.09
2012-03-05,137.1,137.2,136.28,136.75,140765000,130.56
2012-03-06,135.35,135.43,134.36,134.75,202129900,128.65
2012-03-07,135.06,135.91,134.93,135.69,143692200,129.55
2012-03-08,136.52,137.32,136.24,137.04,116968900,130.84
2012-03-09,137.3,137.93,137.13,137.57,122836800,131.34
2012-03-12,137.55,137.76,137.09,137.58,104003500,131.35
2012-03-13,138.32,140.13,138.09,140.06,184090500,133.72
2012-03-14,140.1,140.45,139.48,139.91,145163600,133.58
2012-03-15,140.12,140.78,139.76,140.72,165118500,134.35
2012-03-16,140.36,140.48,140.0,140.3,152893500,134.54
2012-03-19,140.21,141.28,140.11,140.85,125291100,135.06
2012-03-20,140.05,140.61,139.64,140.44,121729700,134.67
2012-03-21,140.52,140.65,139.92,140.21,122388400,134.45
2012-03-22,139.18,139.55,138.74,139.2,135216700,133.48
2012-03-23,139.32,139.81,138.55,139.65,120521000,133.91
2012-03-26,140.65,141.61,140.6,141.61,120164000,135.79
2012-03-27,141.74,141.83,141.08,141.17,119868500,135.37
2012-03-28,141.1,141.32,139.64,140.47,148562100,134.7
2012-03-29,139.64,140.49,139.09,140.23,164963700,134.47
2012-03-30,140.92,141.05,140.05,140.81,135486800,135.02
2012-04-02,140.64,142.21,140.36,141.84,151741100,136.01
2012-04-03,141.64,141.88,140.43,141.26,155806700,135.46
2012-04-04,140.22,140.34,139.34,139.86,146896000,134.11
2012-04-05,139.38,140.2,139.26,139.79,137439400,134.05
2012-04-09,138.03,139.84,137.84,138.22,127555900,132.54
2012-04-10,137.95,138.34,135.76,135.9,235360300,130.32
2012-04-11,137.29,137.54,136.75,137.0,154133000,131.37
2012-04-12,137.13,138.9,137.03,138.79,154321500,133.09
2012-04-13,138.47,138.82,137.01,137.14,169246700,131.51
2012-04-16,137.84,138.04,136.58,137.05,147825300,131.42
2012-04-17,137.84,139.36,137.7,139.08,147877600,133.37
2012-04-18,138.46,139.08,138.38,138.61,123884200,132.91
2012-04-19,138.63,139.15,137.07,137.72,198666700,132.06
2012-04-20,138.33,138.83,137.87,137.95,143199600,132.28
2012-04-23,136.54,136.91,135.94,136.79,171844900,131.17
2012-04-24,136.91,137.66,136.8,137.31,137484200,131.67
2012-04-25,138.65,139.25,138.53,139.19,150252200,133.47
2012-04-26,138.89,140.32,138.81,140.16,136291600,134.4
2012-04-27,140.58,140.79,139.8,140.39,130725000,134.62
2012-04-30,140.11,140.21,139.49,139.87,115092200,134.12
2012-05-01,139.79,141.66,139.63,140.74,138832200,134.96
2012-05-02,139.92,140.46,139.46,140.32,121081000,134.55
2012-05-03,140.34,140.45,138.99,139.25,143759700,133.53
2012-05-04,138.52,139.3,136.92,137.0,193927300,131.37
2012-05-07,136.51,137.56,136.46,137.1,127765900,131.47
2012-05-08,136.28,136.77,134.92,136.55,213377700,130.94
2012-05-09,135.1,136.61,134.49,135.74,220752500,130.16
2012-05-10,136.68,136.85,135.71,136.02,150600000,130.43
2012-05-11,135.17,136.87,135.11,135.61,153032400,130.04
2012-05-14,134.31,135.61,133.91,134.11,163910000,128.6
2012-05-15,134.02,134.81,133.13,133.34,207629300,127.86
2012-05-16,133.94,134.55,132.8,132.83,207265500,127.37
2012-05-17,132.86,133.02,130.79,130.86,247992900,125.48
2012-05-18,131.37,131.6,129.55,129.74,319615900,124.41
2012-05-21,130.16,132.02,129.95,131.97,177861100,126.55
2012-05-22,132.31,133.23,131.34,132.2,197531200,126.77
2012-05-23,131.25,132.46,129.99,132.27,204958400,126.84
2012-05-24,132.63,132.84,131.42,132.53,167357600,127.08
2012-05-25,132.48,132.85,131.78,132.1,135465600,126.67
2012-05-29,133.16,133.93,131.17,133.7,152883500,128.21
2012-05-30,132.56,133.69,131.49,131.76,162370400,126.35
2012-05-31,131.71,132.45,130.34,131.47,196186000,126.07
2012-06-01,129.41,131.5,128.16,128.16,253240900,122.89
2012-06-04,128.39,128.74,127.14,128.1,202545800,122.84
2012-06-05,127.85,129.26,127.78,129.07,164149400,123.77
2012-06-06,129.97,132.03,129.93,131.97,184202800,126.55
2012-06-07,133.47,133.53,131.78,132.05,184772700,126.62
2012-06-08,131.71,133.13,131.29,133.1,143915400,127.63
2012-06-11,134.17,134.25,131.28,131.41,169756100,126.01
2012-06-12,131.79,133.01,131.16,132.92,181931800,127.46
2012-06-13,132.53,133.36,131.62,132.07,172223900,126.64
2012-06-14,132.34,134.0,131.98,133.47,230615500,127.99
2012-06-15,133.38,134.26,133.1,134.14,169444500,129.3
2012-06-18,133.58,134.73,133.28,134.4,131360900,129.55
2012-06-19,135.08,136.25,134.37,135.7,137382600,130.8
2012-06-20,135.71,136.1,134.27,135.48,206451800,130.59
2012-06-21,135.64,135.78,132.33,132.44,205272200,127.66
2012-06-22,133.13,133.71,132.62,133.46,130029200,128.64
2012-06-25,132.05,132.1,130.85,131.32,146375700,126.58
2012-06-26,131.7,132.38,130.93,131.98,141634000,127.21
2012-06-27,132.42,133.43,131.97,133.17,108088000,128.36
2012-06-28,132.29,132.99,131.28,132.79,169242100,127.99
2012-06-29,135.2,136.27,134.85,136.1,212250900,131.18
2012-07-02,136.48,136.65,135.52,136.51,129524500,131.58
2012-07-03,136.48,137.51,136.34,137.41,80450000,132.45
2012-07-05,136.9,137.8,136.29,136.79,126177500,131.85
2012-07-06,135.47,135.77,134.85,135.49,151192100,130.6
2012-07-09,135.38,135.57,134.7,135.32,103780500,130.43
2012-07-10,136.01,136.23,133.68,134.14,167884800,129.3
2012-07-11,134.21,134.6,133.38,134.16,141733400,129.31
2012-07-12,133.38,134.23,132.6,133.51,143583200,128.69
2012-07-13,133.86,135.89,133.84,135.75,129642600,130.85
2012-07-16,135.44,135.83,134.9,135.43,97525200,130.54
2012-07-17,135.97,136.64,134.55,136.36,138860300,131.43
2012-07-18,136.04,137.64,135.96,137.37,113349700,132.41
2012-07-19,137.65,138.18,137.21,137.73,129847300,132.76
2012-07-20,136.95,137.16,136.32,136.47,142904500,131.54
2012-07-23,134.47,136.38,133.84,135.09,145210900,130.21
2012-07-24,135.19,135.25,133.03,133.93,173301200,129.09
2012-07-25,134.21,134.56,133.25,133.96,129122300,129.12
2012-07-26,135.89,136.46,135.26,136.17,156526500,131.25
2012-07-27,136.89,139.07,136.14,138.68,236768900,133.67
2012-07-30,138.52,139.34,138.27,138.68,106782000,133.67
2012-07-31,138.49,138.87,137.71,137.71,120575900,132.74
2012-08-01,138.7,138.73,137.4,137.59,138293800,132.62
2012-08-02,136.55,137.57,135.58,136.64,199556600,131.7
2012-08-03,138.56,139.64,136.68,139.35,157825000,134.32
2012-08-06,139.72,140.17,139.56,139.62,86326200,134.58
2012-08-07,140.18,140.92,140.03,140.32,109545100,135.25
2012-08-08,139.85,140.65,139.81,140.49,89754700,135.42
2012-08-09,140.29,140.89,140.15,140.61,90291700,135.53
2012-08-10,140.04,140.89,139.81,140.84,99792700,135.75
2012-08-13,140.6,140.84,140.04,140.77,79426900,135.69
2012-08-14,141.29,141.38,140.37,140.79,102379400,135.7
2012-08-15,140.64,141.19,140.55,140.95,71085900,135.86
2012-08-16,141.15,142.16,140.8,141.99,112014200,136.86
2012-08-17,142.23,142.3,141.86,142.18,90813700,137.04
2012-08-20,141.98,142.22,141.59,142.19,78255700,137.05
2012-08-21,142.54,143.09,141.45,141.76,105581100,136.64
2012-08-22,141.4,142.05,141.07,141.82,133243500,136.7
2012-08-23,141.47,141.48,140.44,140.66,111466400,135.58
2012-08-24,140.31,141.83,140.22,141.51,99481200,136.4
2012-08-27,141.89,142.08,141.34,141.54,68785900,136.43
2012-08-28,141.18,141.84,140.97,141.4,75689600,136.29
2012-08-29,141.52,141.89,141.12,141.51,65421300,136.4
2012-08-30,140.9,140.94,140.19,140.49,96589900,135.42
2012-08-31,141.29,141.82,140.36,141.16,151970400,136.06
2012-09-04,141.04,141.46,140.13,141.03,120226200,135.94
2012-09-05,141.09,141.47,140.63,140.91,100660300,135.82
2012-09-06,141.76,143.78,141.75,143.77,158272500,138.58
2012-09-07,144.01,144.39,143.88,144.33,107272100,139.12
2012-09-10,144.19,144.44,143.46,143.51,86458500,138.33
2012-09-11,143.6,144.37,143.56,143.91,88760000,138.71
2012-09-12,144.39,144.55,143.9,144.39,87640900,139.17
2012-09-13,144.37,147.04,143.99,146.59,225470200,141.3
2012-09-14,146.88,148.11,146.76,147.24,169777000,141.92
2012-09-17,146.94,147.19,146.37,146.74,119427800,141.44
2012-09-18,146.49,146.81,146.25,146.62,98326600,141.32
2012-09-19,146.79,147.17,146.41,146.7,128318300,141.4
2012-09-20,146.03,146.79,145.63,146.71,154009800,141.41
2012-09-21,146.64,146.67,145.81,145.87,108737500,141.35
2012-09-24,145.15,145.98,145.04,145.65,95682000,141.14
2012-09-25,145.96,146.24,144.06,144.1,133165200,139.64
2012-09-26,144.07,144.11,142.95,143.29,146502200,138.85
2012-09-27,143.89,144.97,143.51,144.64,111830300,140.16
2012-09-28,144.09,144.56,143.46,143.97,150696100,139.51
2012-10-01,144.52,145.69,144.01,144.35,135911200,139.88
2012-10-02,144.92,145.15,143.83,144.5,113422200,140.02
2012-10-03,144.89,145.43,144.13,145.09,121283100,140.6
2012-10-04,145.64,146.34,145.44,146.13,124311600,141.6
2012-10-05,146.91,147.16,145.7,146.14,124842100,141.61
2012-10-08,145.6,146.12,145.31,145.64,78415400,141.13
2012-10-09,145.53,145.65,144.15,144.2,148872900,139.73
2012-10-10,144.18,144.32,143.09,143.28,124247500,138.84
2012-10-11,144.28,144.49,143.33,143.36,123601500,138.92
2012-10-12,143.46,143.95,142.58,142.89,124181900,138.46
2012-10-15,143.23,144.23,142.77,144.08,107689100,139.62
2012-10-16,144.76,145.64,144.66,145.54,108815500,141.03
2012-10-17,145.64,146.32,145.42,146.2,128834100,141.67
2012-10-18,145.82,146.52,145.33,145.82,148108500,141.3
2012-10-19,145.55,145.56,143.05,143.39,185645200,138.95
2012-10-22,143.15,143.67,142.28,143.41,125578600,138.97
2012-10-23,141.86,142.06,140.83,141.42,192056300,137.04
2012-10-24,141.93,142.1,140.8,141.02,120179400,136.65
2012-10-25,142.02,142.28,140.57,141.43,134457400,137.05
2012-10-26,141.3,141.84,140.39,141.35,146023500,136.97
2012-10-31,141.85,142.03,140.68,141.35,103438500,136.97
2012-11-01,141.65,143.01,141.52,142.83,100995600,138.41
2012-11-02,143.68,143.72,141.41,141.56,137702200,137.18
2012-11-05,141.35,142.17,140.93,141.85,98378500,137.46
2012-11-06,142.28,143.52,142.13,142.96,107068100,138.53
2012-11-07,141.66,141.68,139.06,139.72,264304500,135.39
2012-11-08,139.7,140.41,137.93,138.04,181517300,133.76
2012-11-09,137.62,139.44,137.55,138.16,201055300,133.88
2012-11-12,138.59,138.81,137.96,138.27,97677500,133.99
2012-11-13,137.54,139.25,137.36,137.79,123018300,133.52
2012-11-14,138.21,138.43,135.62,135.93,191505000,131.72
2012-11-15,135.98,136.49,135.18,135.7,178128400,131.5
2012-11-16,135.9,136.64,134.7,136.37,239483900,132.15
2012-11-19,137.9,139.15,136.41,139.13,151495800,134.82
2012-11-20,138.91,139.42,138.08,139.19,119807400,134.88
2012-11-21,139.31,139.57,139.03,139.45,81710800,135.13
2012-11-23,140.13,141.4,140.04,141.35,65409200,136.97
2012-11-26,140.65,141.36,140.19,141.05,100124400,136.68
2012-11-27,140.91,141.39,140.24,140.33,128646200,135.98
2012-11-28,139.76,141.54,139.0,141.46,177086500,137.08
2012-11-29,141.99,142.51,141.37,142.12,151085900,137.72
2012-11-30,142.14,142.42,141.66,142.15,136568300,137.75
2012-12-03,142.8,142.92,141.34,141.45,124656300,137.07
2012-12-04,141.44,141.87,140.87,141.25,127512200,136.88
2012-12-05,141.37,142.16,140.37,141.5,147300500,137.12
2012-12-06,141.37,142.04,141.16,141.98,103220600,137.58
2012-12-07,142.53,142.69,141.67,142.41,108726400,138.0
2012-12-10,142.21,142.81,142.15,142.47,98840700,138.06
2012-12-11,143.06,144.11,142.99,143.44,152570400,139.0
2012-12-12,144.0,144.55,143.31,143.51,145880100,139.06
2012-12-13,143.42,143.83,142.27,142.63,135715000,138.21
2012-12-14,142.32,142.58,141.88,142.1,137701700,137.7
2012-12-17,142.47,143.85,142.43,143.77,143238200,139.32
2012-12-18,144.0,145.5,143.79,145.37,177762800,140.87
2012-12-19,145.53,145.58,144.24,144.29,150895400,139.82
2012-12-20,144.38,145.14,143.98,145.12,168487000,140.63
2012-12-21,142.17,144.09,141.94,142.79,245883800,139.35
2012-12-24,142.48,142.56,142.19,142.35,53874600,138.92
2012-12-26,142.64,142.71,141.35,141.75,106947700,138.33
2012-12-27,141.79,142.08,139.92,141.56,167920600,138.15
2012-12-28,140.64,141.42,139.87,140.03,148806700,136.66
2012-12-31,139.66,142.56,139.54,142.41,243935200,138.98
2013-01-02,145.11,146.15,144.73,146.06,192059000,142.54
2013-01-03,145.99,146.37,145.34,145.73,144761800,142.22
2013-01-04,145.97,146.61,145.67,146.37,116817700,142.84
2013-01-07,145.85,146.11,145.43,145.97,110002500,142.45
2013-01-08,145.71,145.91,144.98,145.55,121265100,142.04
2013-01-09,145.87,146.32,145.64,145.92,90745600,142.4
2013-01-10,146.73,147.09,145.97,147.08,130735400,143.54
2013-01-11,147.04,147.15,146.61,147.07,113917300,143.53
2013-01-14,146.89,147.07,146.43,146.97,89567200,143.43
2013-01-15,146.29,147.21,146.2,147.07,93172600,143.53
2013-01-16,146.77,147.28,146.61,147.05,104849500,143.51
2013-01-17,147.7,148.42,147.15,148.0,133833500,144.43
2013-01-18,147.97,148.49,147.43,148.33,169906000,144.76
2013-01-22,148.33,149.13,147.98,149.13,111797300,145.54
2013-01-23,149.13,149.5,148.86,149.37,104596100,145.77
2013-01-24,149.15,150.14,149.01,149.41,146426400,145.81
2013-01-25,149.88,150.25,149.37,150.25,147211600,146.63
2013-01-28,150.29,150.33,149.51,150.07,113357700,146.45
2013-01-29,149.77,150.85,149.67,150.66,105694400,147.03
2013-01-30,150.64,150.94,149.93,150.07,137447700,146.45
2013-01-31,149.89,150.38,149.6,149.7,108975800,146.09
2013-02-01,150.65,151.42,150.39,151.24,131173000,147.6
2013-02-04,150.32,151.27,149.43,149.54,159073600,145.94
2013-02-05,150.35,151.48,150.29,151.05,113912400,147.41
2013-02-06,150.52,151.26,150.41,151.16,138762800,147.52
2013-02-07,151.21,151.35,149.86,150.96,162490000,147.32
2013-02-08,151.22,151.89,151.22,151.8,103133700,148.14
2013-02-11,151.74,151.9,151.39,151.77,73775000,148.11
2013-02-12,151.78,152.3,151.61,152.02,65392700,148.36
2013-02-13,152.33,152.61,151.72,152.15,82322600,148.48
2013-02-14,151.69,152.47,151.52,152.29,80834300,148.62
2013-02-15,152.43,152.59,151.55,152.11,215226500,148.44
2013-02-19,152.37,153.28,152.16,153.25,95105400,149.56
2013-02-20,153.14,153.19,151.26,151.34,160574800,147.69
2013-02-21,150.96,151.42,149.94,150.42,183257000,146.79
2013-02-22,151.15,151.89,150.49,151.89,106356600,148.23
2013-02-25,152.63,152.86,149.0,149.0,245824800,145.41
2013-02-26,149.72,150.2,148.73,150.02,186596200,146.4
2013-02-27,149.89,152.33,149.76,151.91,150781900,148.25
2013-02-28,151.9,152.87,151.41,151.61,126866000,147.96
2013-03-01,151.09,152.34,150.41,152.11,170634800,148.44
2013-03-04,151.76,152.92,151.52,152.92,99010200,149.23
2013-03-05,153.66,154.7,153.64,154.29,121431900,150.57
2013-03-06,154.84,154.92,154.16,154.5,94469900,150.78
2013-03-07,154.7,154.98,154.52,154.78,86101400,151.05
2013-03-08,155.46,155.65,154.66,155.44,123477800,151.69
2013-03-11,155.32,156.04,155.13,156.03,83746800,152.27
2013-03-12,155.92,156.1,155.21,155.68,105755800,151.93
2013-03-13,155.76,156.12,155.23,155.9,92550900,152.14
2013-03-14,156.31,156.8,155.91,156.73,126329900,152.95
2013-03-15,155.85,156.04,155.31,155.83,138601100,152.75
2013-03-18,154.34,155.64,154.2,154.97,126704300,151.91
2013-03-19,155.3,155.51,153.59,154.61,167567300,151.55
2013-03-20,155.52,155.95,155.26,155.69,113759300,152.61
2013-03-21,154.76,155.64,154.1,154.36,128605000,151.31
2013-03-22,154.85,155.6,154.73,155.6,111163600,152.53
2013-03-25,156.01,156.27,154.35,154.95,151322300,151.89
2013-03-26,155.59,156.23,155.42,156.19,86856600,153.1
2013-03-27,155.26,156.24,155.0,156.19,99950600,153.1
2013-03-28,156.09,156.85,155.75,156.67,102932800,153.57
2013-04-01,156.59,156.91,155.67,156.05,99194100,152.97
2013-04-02,156.61,157.21,156.37,156.82,101504300,153.72
2013-04-03,156.91,157.03,154.82,155.23,154167400,152.16
2013-04-04,155.43,156.17,155.09,155.86,131885000,152.78
2013-04-05,153.95,155.35,153.77,155.16,159666000,152.09
2013-04-08,155.27,156.22,154.75,156.21,86571200,153.12
2013-04-09,156.5,157.32,155.98,156.75,101922200,153.65
2013-04-10,157.17,158.87,157.13,158.67,135711100,155.53
2013-04-11,158.7,159.71,158.54,159.19,110142500,156.04
2013-04-12,158.68,159.04,157.92,158.8,116359900,155.66
2013-04-15,158.0,158.13,155.1,155.12,217259000,152.05
2013-04-16,156.29,157.49,155.91,157.41,147507800,154.3
2013-04-17,156.29,156.32,154.28,155.11,226834800,152.04
2013-04-18,155.37,155.41,153.55,154.14,167583200,151.09
2013-04-19,154.5,155.55,154.12,155.48,149687600,152.41
2013-04-22,155.78,156.54,154.75,156.17,106553500,153.08
2013-04-23,156.95,157.93,156.17,157.78,166141300,154.66
2013-04-24,157.83,158.3,157.54,157.88,96781200,154.76
2013-04-25,158.34,159.27,158.1,158.52,131060600,155.39
2013-04-26,158.33,158.6,157.73,158.24,95918800,155.11
2013-04-29,158.67,159.65,158.42,159.3,88572800,156.15
2013-04-30,159.27,159.72,158.61,159.68,116010700,156.52
2013-05-01,159.33,159.41,158.1,158.28,138874200,155.15
2013-05-02,158.68,159.89,158.53,159.75,96407600,156.59
2013-05-03,161.14,161.88,159.78,161.37,144202300,158.18
2013-05-06,161.49,162.01,161.42,161.78,66882100,158.58
2013-05-07,162.13,162.65,161.67,162.6,90359200,159.39
2013-05-08,162.42,163.39,162.33,163.34,97419200,160.11
2013-05-09,163.27,163.7,162.47,162.88,106738600,159.66
2013-05-10,162.99,163.55,162.51,163.41,103203000,160.18
2013-05-13,163.2,163.81,162.82,163.54,81843200,160.31
2013-05-14,163.67,165.35,163.67,165.23,119000900,161.97
2013-05-15,164.96,166.45,164.91,166.12,120718500,162.84
2013-05-16,165.78,166.36,165.09,165.34,109913600,162.07
2013-05-17,165.95,167.04,165.73,166.94,129801000,163.64
2013-05-20,166.78,167.58,166.61,166.93,85071200,163.63
2013-05-21,167.08,167.8,166.5,167.17,95804200,163.87
2013-05-22,167.34,169.07,165.17,165.93,244031800,162.65
2013-05-23,164.16,165.91,163.94,165.45,211064400,162.18
2013-05-24,164.47,165.38,163.98,165.31,151573900,162.04
2013-05-28,167.04,167.78,165.81,166.3,143679800,163.01
2013-05-29,165.42,165.8,164.34,165.22,160363400,161.96
2013-05-30,165.35,166.59,165.22,165.83,107793800,162.55
2013-05-31,165.37,166.31,163.13,163.45,176850100,160.22
2013-06-03,163.83,164.46,162.66,164.35,168390700,161.1
2013-06-04,164.44,165.1,162.73,163.56,157631500,160.33
2013-06-05,163.09,163.42,161.13,161.27,211737800,158.08
2013-06-06,161.2,162.74,160.25,162.73,200225500,159.51
2013-06-07,163.85,164.95,163.14,164.8,188337800,161.54
2013-06-10,165.31,165.4,164.37,164.8,105667100,161.54
2013-06-11,163.3,164.54,162.74,163.1,159505400,159.88
2013-06-12,164.22,164.39,161.6,161.75,177361500,158.55
2013-06-13,161.66,164.5,161.3,164.21,163587800,160.97
2013-06-14,164.03,164.67,162.91,163.18,141197500,159.96
2013-06-17,164.29,165.22,163.22,164.44,136295600,161.19
2013-06-18,164.53,165.99,164.52,165.74,114695600,162.46
2013-06-19,165.6,165.89,163.38,163.45,206149500,160.22
2013-06-20,161.86,163.47,158.98,159.4,321255900,156.25
2013-06-21,159.64,159.76,157.47,159.07,271956800,156.75
2013-06-24,157.41,158.43,155.73,157.06,222329000,154.77
2013-06-25,158.48,160.1,157.42,158.57,162262200,156.26
2013-06-26,159.87,160.5,159.25,160.14,134848000,157.81
2013-06-27,161.1,161.82,160.95,161.08,129483700,158.73
2013-06-28,160.63,161.4,159.86,160.42,160402900,158.08
2013-07-01,161.26,162.48,161.08,161.36,131954800,159.01
2013-07-02,161.12,162.3,160.5,161.21,154863700,158.86
2013-07-03,160.48,161.77,160.22,161.28,75216400,158.93
2013-07-05,162.47,163.08,161.3,163.02,122416900,160.64
2013-07-08,163.86,164.39,163.08,163.95,108092500,161.56
2013-07-09,164.98,165.33,164.27,165.13,119298000,162.72
2013-07-10,164.97,165.75,164.63,165.19,121410100,162.78
2013-07-11,167.11,167.61,165.18,167.44,135592200,165.0
2013-07-12,167.39,167.93,167.13,167.51,104212700,165.07
2013-07-15,167.97,168.39,167.68,168.15,69450600,165.7
2013-07-16,168.26,168.36,167.07,167.52,88702100,165.08
2013-07-17,168.16,168.48,167.73,167.95,92873900,165.5
2013-07-18,168.31,169.27,168.2,168.87,103620100,166.41
2013-07-19,168.52,169.23,168.31,169.17,103831700,166.7
2013-07-22,169.41,169.74,169.01,169.5,79428600,167.03
2013-07-23,169.8,169.83,169.05,169.14,80829700,166.68
2013-07-24,169.79,169.86,168.18,168.52,112914000,166.06
2013-07-25,168.22,169.08,167.94,168.93,111088600,166.47
2013-07-26,168.22,169.16,167.52,169.11,107814600,166.65
2013-07-29,168.68,169.06,168.11,168.59,79695000,166.13
2013-07-30,169.1,169.28,168.19,168.59,85209600,166.13
2013-07-31,168.94,169.85,168.49,168.71,142388700,166.25
